Name,Category,Hours,Price,Address,Coordinates,URL,Phone
Happy Bakery,"bakery;
cafe;
store;
restaurant;
food;
point_of_interest;
establishment","Sunday 08:00 -  21:00
Monday 08:00 -  21:00
Tuesday 08:00 -  21:00
Wednesday 08:00 -  21:00
Thursday 08:00 -  21:00
Friday 08:00 -  21:00
Saturday 08:00 -  21:00",,"Lesi Ukrainky St, 61, Lutsk, Volyn Oblast, 43000","50.745605, 25.32372",https://www.instagram.com/happybakery_bistro/,096 195 0721
Royal Brewery,"restaurant;
bar;
food;
point_of_interest;
establishment","Sunday 08:00 -  23:00
Monday 08:00 -  23:00
Tuesday 08:00 -  23:00
Wednesday 08:00 -  23:00
Thursday 08:00 -  23:00
Friday 08:00 -  23:00
Saturday 08:00 -  23:00",2,"Staroievreiska St, 9, Lviv, Lviv Oblast, 79000","49.840607, 24.032198",http://royal-brewery.com/,098 303 5472
Italian bakery,"cafe;
meal_delivery;
meal_takeaway;
bakery;
restaurant;
food;
point_of_interest;
store;
establishment","Sunday 09:00 - Monday 00:00
Monday 08:00 -  23:00
Tuesday 08:00 -  23:00
Wednesday 08:00 -  23:00
Thursday 08:00 -  23:00
Friday 08:00 -  23:00
Saturday 09:00 - Sunday 02:00",,"Krakivska St, 3, Lviv, Lviv Oblast, 79000","49.842464, 24.030169",https://www.facebook.com/italianbakerynew/,068 439 5489
One Shot Cafe,"cafe;
food;
point_of_interest;
establishment","Sunday 09:00 -  22:00
Monday 09:00 -  22:00
Tuesday 09:00 -  22:00
Wednesday 09:00 -  22:00
Thursday 09:00 -  22:00
Friday 09:00 -  22:00
Saturday 09:00 -  22:00",,"Stryiska St, 45а, Lviv, Lviv Oblast, 79000","49.802532, 24.019053",https://oneshotcafe.choiceqr.com/?fbclid=PAAaZCb5KvZ_DIs9e-gLVsuCEDqR1UIzGlN1A-HZT9hBYmpOCnm_9nY3ZEQek_aem_AYHu9jEtuylLzR85QJ9Cbsc5e1aoW5maxe6ySOEdDwKjI_GgBMw15n5KdP-_rHwWsNA,068 837 5751
Rest Public,"restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  22:00
Monday 11:00 -  22:00
Tuesday 11:00 -  22:00
Wednesday 11:00 -  22:00
Thursday 11:00 -  22:00
Friday 11:00 -  22:00
Saturday 11:00 -  22:00",,"Kolomyiska St, 2, Lviv, Lviv Oblast, 79000","49.78777, 24.061111",https://restpublic.choiceqr.com/,096 174 5952
Honey. Cafe-confectionary,"cafe;
bakery;
store;
restaurant;
food;
point_of_interest;
establishment","Sunday 09:00 -  22:00
Monday 08:00 -  22:00
Tuesday 08:00 -  22:00
Wednesday 08:00 -  22:00
Thursday 08:00 -  22:00
Friday 08:00 -  22:00
Saturday 09:00 -  22:00",2,"Yaroslaviv Val St, 20, Kyiv, 01030","50.451035, 30.510265",https://honeykyiv.com/,067 352 6186
Той самий Баранчик,"restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  23:00
Monday 12:00 -  23:00
Tuesday 12:00 -  23:00
Wednesday 12:00 -  23:00
Thursday 12:00 -  23:00
Friday 12:00 -  23:00
Saturday 12:00 -  23:00",,"Lazneva St, 3а, Lviv, Lviv Oblast, 79000","49.84574, 24.025917",https://barasheklviv.choiceqr.com/,067 589 5252
Ribs House | Ресторан-реберня,"restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  23:00
Monday 12:00 -  22:00
Tuesday 12:00 -  22:00
Wednesday 12:00 -  22:00
Thursday 12:00 -  22:00
Friday 12:00 -  23:00
Saturday 12:00 -  23:00",,"Chervonoyi Kalyny Ave, 36, Lviv, Lviv Oblast, 79036","49.79826, 24.047106",https://ribshouse.choiceqr.com/online-menu,068 631 1681
Que Pasa Lviv,"bar;
point_of_interest;
establishment","Sunday 18:00 - Monday 11:00
Monday 18:00 - Tuesday 11:00
Tuesday 18:00 - Wednesday 11:00
Wednesday 18:00 - Thursday 11:00
Thursday 18:00 - Friday 11:00
Friday 18:00 - Saturday 11:00
Saturday 18:00 - Sunday 11:00",2,"Drukarska St, 12, Lviv, Lviv Oblast, 79000","49.843952, 24.03211",https://quepasalviv.choiceqr.com/,097 785 0171
Red Monkey · Ramen Shop,"restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  21:00
Monday 12:00 -  21:00
Tuesday 12:00 -  21:00
Wednesday 12:00 -  21:00
Thursday 12:00 -  21:00
Friday 12:00 -  21:00
Saturday 12:00 -  21:00",,"Yana Zhyzhky St, 3, Lviv, Lviv Oblast, 79008","49.844257, 24.028717",https://red-monkey.choiceqr.com/,067 452 5141
Mangal Garden,"shopping_mall;
restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  22:00
Monday 10:00 -  22:00
Tuesday 10:00 -  22:00
Wednesday 10:00 -  22:00
Thursday 10:00 -  22:00
Friday 10:00 -  22:00
Saturday 10:00 -  22:00",,"Kulparkivska St, 226а, Lviv, Lviv Oblast, 79000","49.807137, 23.978292",https://mangalgarden.choiceqr.com/?fbclid=PAAaY6c4lEZWFYQsVBeAEIAbEdrG-nOtiKUZwYmD9aPVGAf282-sgLmSc4wSA_aem_AUX_XKs1UZNbkkj8GhaohdzBpSzNzXQp4XebnURmbrgSQx3RSJCSgMOhvfZTnpxPQRQ,068 951 7807
Corks and Crumbs,"restaurant;
food;
point_of_interest;
establishment","Sunday 09:00 -  22:30
Monday 09:00 -  22:30
Tuesday 09:00 -  22:30
Wednesday 09:00 -  22:30
Thursday 09:00 -  22:30
Friday 09:00 -  22:30
Saturday 09:00 -  22:30",2,"Lesi Ukrainky St, 27, Lviv, Lviv Oblast, 79000","49.843773, 24.03152",http://korkitakrixti.choiceqr.com/,097 127 0560
OLD CITY ресторан піцерія,"restaurant;
bar;
cafe;
food;
point_of_interest;
establishment","Sunday 10:00 -  21:30
Monday 10:00 -  21:30
Tuesday 10:00 -  21:30
Wednesday 10:00 -  21:30
Thursday 10:00 -  21:30
Friday 10:00 -  21:30
Saturday 10:00 -  21:30",2,"Stepana Bandery St, 15, Sambir, Lviv Oblast, 81400","49.51765, 23.2042",https://oldcity.choiceqr.com/,093 379 0025
Honey.fish.sushi,"restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  21:00
Monday 11:00 -  21:00
Tuesday 11:00 -  21:00
Wednesday 11:00 -  21:00
Thursday 11:00 -  21:00
Friday 11:00 -  21:00
Saturday 11:00 -  21:00",,"Perfets'koho St, 2, Lviv, Lviv Oblast, 79000","49.81383, 23.989008",https://honeyfish.choiceqr.com/,096 128 4316
Мезе&Wine,"cafe;
bar;
food;
point_of_interest;
establishment","Sunday 11:00 -  22:00
Monday 11:00 -  22:00
Tuesday 11:00 -  22:00
Wednesday 11:00 -  22:00
Thursday 11:00 -  22:00
Friday 11:00 -  22:00
Saturday 11:00 -  22:00",,"Yana Zhyzhky St, 7, Lviv, Lviv Oblast, 79000","49.844276, 24.029106",https://mezewine.choiceqr.com/,097 040 9026
Impero Cafe,"cafe;
store;
food;
point_of_interest;
establishment","Sunday 08:30 -  21:00
Monday 08:30 -  21:00
Tuesday 08:30 -  21:00
Wednesday 08:30 -  21:00
Thursday 08:30 -  21:00
Friday 08:30 -  21:00
Saturday 08:30 -  21:00",,"Kulparkivska St, 64а, Lviv, Lviv Oblast, 79041","49.826523, 23.989605",https://impero-cafe1.choiceqr.com/,067 898 9636
Restoran,"restaurant;
food;
point_of_interest;
establishment","Sunday 08:00 -  22:00
Monday 08:00 -  22:00
Tuesday 08:00 -  22:00
Wednesday 08:00 -  22:00
Thursday 08:00 -  22:00
Friday 08:00 -  22:00
Saturday 08:00 -  22:00",,"Viacheslava Chornovola Ave, 7, Lviv, Lviv Oblast, 79000","49.845806, 24.025034",https://hotel-lviv.com.ua/%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD/,097 417 8631
BER NAR DYN Restaurant,"restaurant;
food;
point_of_interest;
establishment","Sunday 08:00 -  22:00
Monday 08:00 -  22:00
Tuesday 08:00 -  22:00
Wednesday 08:00 -  22:00
Thursday 08:00 -  22:00
Friday 08:00 -  22:00
Saturday 08:00 -  22:00",,"Soborna Square, 17, Lviv, Lviv Oblast, 79008","49.838936, 24.033728",https://bernardyn.choiceqr.com/,068 171 7198
SR coffee,"cafe;
store;
food;
point_of_interest;
establishment","Sunday 09:00 -  21:00
Monday 08:00 -  21:00
Tuesday 08:00 -  21:00
Wednesday 08:00 -  21:00
Thursday 08:00 -  21:00
Friday 08:00 -  21:00
Saturday 09:00 -  21:00",,"Truskavetska St, 2г, Lviv, Lviv Oblast, 79000","49.798763, 24.010832",https://www.srcoffee.com.ua/,096 233 5892
"Mood Mover , вул. Княгині Ольги, 98-В","cafe;
food;
point_of_interest;
establishment","Sunday 08:00 -  21:00
Monday 08:00 -  21:00
Tuesday 08:00 -  21:00
Wednesday 08:00 -  21:00
Thursday 08:00 -  21:00
Friday 08:00 -  21:00
Saturday 08:00 -  21:00",,"Knyahyni Ol'hy St, 98-В, Lviv, Lviv Oblast, 79000","49.819065, 24.003046",https://moodmover.choiceqr.com/takeaway,093 806 6376
Copper Dog Bar,"night_club;
bar;
point_of_interest;
establishment","Sunday 17:00 -  23:15
Wednesday 17:00 -  23:15
Thursday 17:00 -  23:15
Friday 17:00 -  23:55
Saturday 17:00 -  23:55",,"Krakivska St, 23, Lviv, Lviv Oblast, 79000","49.84404, 24.02954",https://www.instagram.com/bar.copper.dog/,067 360 7711
"Mr. ЧАРЛІ, КЛУБ-РЕСТОРАН","restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  22:00
Monday 12:00 -  22:00
Tuesday 11:00 -  22:00
Wednesday 11:00 -  22:00
Thursday 11:00 -  22:00
Friday 11:00 -  22:00
Saturday 11:00 -  22:00",,"Zavods'ka St, 30, Khmelnytskyi, Khmel'nyts'ka oblast, 29000","49.41698, 27.01659",https://mr-charli.choiceqr.com/,067 381 0793
Holy Taco,"restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  22:00
Monday 12:00 -  22:00
Tuesday 12:00 -  22:00
Wednesday 12:00 -  22:00
Thursday 12:00 -  22:00
Friday 12:00 -  22:00
Saturday 12:00 -  22:00",,"Vovchynetska St, 219, Ivano-Frankivsk, Ivano-Frankivsk Oblast, 76000","48.937286, 24.735504",https://holytaco.choiceqr.com/,
Hruzynsʹkyy,"restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  22:00
Monday 12:00 -  22:00
Tuesday 12:00 -  22:00
Wednesday 12:00 -  22:00
Thursday 12:00 -  22:00
Friday 12:00 -  23:00
Saturday 12:00 -  23:00",,"Pavla Kovzhuna St, 2, Lviv, Lviv Oblast, 79000","49.837994, 24.029146",https://georgian.choiceqr.com/,093 562 3550
Syayvo,"bar;
point_of_interest;
establishment","Sunday 12:00 -  22:00
Monday 12:00 -  22:00
Tuesday 12:00 -  22:00
Wednesday 12:00 -  22:00
Thursday 12:00 -  23:00
Friday 12:00 -  23:00
Saturday 12:00 -  23:00",,"Akademika Hnatyuka St, 2, Lviv, Lviv Oblast, 79000","49.841366, 24.027054",https://siaivo.choiceqr.com/,093 645 7707
Прутень,"bakery;
store;
food;
point_of_interest;
establishment","Sunday 12:00 -  23:00
Monday 12:00 -  23:00
Tuesday 12:00 -  23:00
Wednesday 12:00 -  23:00
Thursday 12:00 -  23:00
Friday 12:00 -  23:00
Saturday 12:00 -  23:00",,"Virmens'ka St, 35, Lviv, Lviv Oblast, 79000","49.84319, 24.03395",https://pruten.choiceqr.com/,
Kazzka,"restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  22:30
Monday 11:00 -  22:30
Wednesday 11:00 -  22:30
Thursday 11:00 -  22:30
Friday 11:00 -  22:30
Saturday 11:00 -  22:30",2,"33/1, Lesi Ukrainky St, Lviv, Lviv Oblast, 79000","49.843746, 24.032064",http://kazzka-menu.choiceqr.com/delivery,097 127 0560
Vuyko Sem,"bar;
restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  23:00
Monday 12:00 -  23:00
Tuesday 12:00 -  23:00
Wednesday 12:00 -  23:00
Thursday 12:00 -  23:00
Friday 12:00 -  23:00
Saturday 12:00 -  23:00",2,"Brativ Rohatyntsiv St, 23, Lviv, Lviv Oblast, 79000","49.840363, 24.032839",https://vuykosam.choiceqr.com/,097 450 7077
Knyazev caffe,"cafe;
store;
food;
point_of_interest;
establishment","Sunday 08:00 -  22:00
Monday 08:00 -  22:00
Tuesday 08:00 -  22:00
Wednesday 08:00 -  22:00
Thursday 08:00 -  22:00
Friday 08:00 -  22:00
Saturday 08:00 -  22:00",,"Akademika Hnatyuka St, 15, Lviv, Lviv Oblast, 79000","49.841633, 24.024055",https://knyazev-caffe.choiceqr.com/,
Буфет,"bar;
point_of_interest;
establishment",,,"Petra Doroshenka St, Lviv, Lviv Oblast, 79000","49.838383, 24.023726",,
Siesta,"restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  22:00
Monday 10:00 -  22:00
Tuesday 10:00 -  22:00
Wednesday 10:00 -  22:00
Thursday 10:00 -  22:00
Friday 10:00 -  22:00
Saturday 10:00 -  22:00",,"Vulytsya 50-Richchya Upa, 5, Novoiavorivsk, Lviv Oblast, 81054","49.929573, 23.565094",https://siesta373.choiceqr.com/,097 412 4005
Secret Bar Lviv,"night_club;
bar;
restaurant;
food;
point_of_interest;
establishment","Sunday 14:00 -  23:00
Monday 14:00 -  23:00
Tuesday 14:00 -  23:00
Wednesday 14:00 -  23:00
Thursday 14:00 -  23:00
Friday 14:00 -  23:00
Saturday 14:00 -  23:00",,"Mykoly Kopernyka St, 16, Lviv, Lviv Oblast, 79000","49.83885, 24.026316",http://instagram.com/secretbarlviv,096 996 9062
Ресторан Mon Chef,"restaurant;
food;
point_of_interest;
establishment","Sunday 08:00 -  23:00
Monday 08:00 -  23:00
Tuesday 08:00 -  23:00
Wednesday 08:00 -  23:00
Thursday 08:00 -  23:00
Friday 08:00 -  23:00
Saturday 08:00 -  23:00",4,"Horodotska St, 15, Lviv, Lviv Oblast, 79007","49.843647, 24.024021",https://monchef.com.ua/,050 372 8291
Aziysʹkyy,"restaurant;
food;
point_of_interest;
establishment","Sunday 12:00 -  22:00
Monday 12:00 -  21:00
Tuesday 12:00 -  21:00
Wednesday 12:00 -  21:00
Thursday 12:00 -  21:00
Friday 12:00 -  22:00
Saturday 12:00 -  22:00",,"Sichovykh Striltsiv St, 8, Lviv, Lviv Oblast, 79000","49.840633, 24.024363",https://asianrestaurant.choiceqr.com/,093 508 9680
Harni Lyudy,"restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  22:00
Monday 10:00 -  22:00
Tuesday 10:00 -  22:00
Wednesday 10:00 -  22:00
Thursday 10:00 -  22:00
Friday 10:00 -  22:00
Saturday 10:00 -  22:00",,"Yaneva St, 10, Lviv, Lviv Oblast, 79004","49.81196, 24.012407",https://garniludy.choiceqr.com/,096 862 6464
Meat and Justice,"bar;
restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  22:30
Monday 12:00 -  22:30
Tuesday 12:00 -  22:30
Wednesday 12:00 -  22:30
Thursday 12:00 -  22:30
Friday 12:00 -  22:30
Saturday 11:00 -  22:30",2,"Valova St, 20, Lviv, Lviv Oblast, 79000","49.840343, 24.035608",https://www.facebook.com/meatandjustice,050 430 2826
La Familiya Lviv Spartak,"restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  22:00
Monday 10:00 -  22:00
Tuesday 10:00 -  22:00
Wednesday 10:00 -  22:00
Thursday 10:00 -  22:00
Friday 10:00 -  22:00
Saturday 10:00 -  22:00",2,"Hetmana Mazepy St, 1Б, Lviv, Lviv Oblast, 79068","49.869976, 24.023148",https://la-famiglia-spartak.business.site/?utm_source=gmb&utm_medium=referral,097 528 5373
"Restoran ""Ustrytsya I Bohrach""","restaurant;
food;
point_of_interest;
establishment","Sunday 09:00 -  23:00
Monday 09:00 -  23:00
Tuesday 09:00 -  23:00
Wednesday 09:00 -  23:00
Thursday 09:00 -  23:00
Friday 09:00 -  23:00
Saturday 09:00 -  23:00",,"Holubyne, Zakarpattia Oblast, 89320","48.587734, 22.976278",https://ustrytsya-bohrach.choiceqr.com/online-menu?fbclid=PAAaZpa2J5DWB1Jw6LbiUoq6HL_nVMsYcDzg5kHB2MzCKJiazf9S5dOmsWrbI_aem_AfbZ--faeL0uTCip7PpIcax6P1fxc-Fs1BLWi11N3QI_geGkIC25oeflxY6oZAFWMpc,095 888 7583
Seven piggies,"restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  21:30
Monday 11:00 -  21:30
Tuesday 11:00 -  21:30
Wednesday 11:00 -  21:30
Thursday 11:00 -  21:30
Friday 11:00 -  22:00
Saturday 11:00 -  22:00",2,"Stepana Bandery St, 9, Lviv, Lviv Oblast, 79000","49.8345, 24.017324",https://7piggies.choiceqr.com/,096 117 7555
MAREVO,"restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  22:30
Monday 11:00 -  22:30
Tuesday 11:00 -  22:30
Wednesday 11:00 -  22:30
Thursday 11:00 -  22:30
Friday 11:00 -  22:30
Saturday 11:00 -  22:30",2,"Virmens'ka St, 5, Lviv, Lviv Oblast, 79000","49.843094, 24.03034",https://marevo.choiceqr.com/,068 707 6208
Burger&Meat,"restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  22:00
Monday 10:00 -  22:00
Tuesday 10:00 -  22:00
Wednesday 10:00 -  22:00
Thursday 10:00 -  22:00
Friday 10:00 -  22:00
Saturday 10:00 -  22:00",,"вулиця Стрийська, 30 ТРЦ King Cross Leopolis, Sokilnyky, Lviv Oblast, 81130","49.773514, 24.009918",,096 933 9320
Sushi,"restaurant;
food;
point_of_interest;
establishment",,,"Brativ Rohatyntsiv St, 5, Lviv, Lviv Oblast, 79000","49.839996, 24.031076",,
5 кілометр,"restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  23:00
Tuesday 11:00 -  23:00
Wednesday 11:00 -  23:00
Thursday 11:00 -  23:00
Friday 11:00 -  23:00
Saturday 11:00 -  23:00",2,"Pidvolochys'ke Hwy, 5 км, Smykivtsi, Ternopil Oblast, 46002","49.53394, 25.695303",https://5-kilometr.choiceqr.com/,096 528 5994
Express Buffet. Many dishes-one price.,"restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  22:00
Monday 10:00 -  22:00
Tuesday 10:00 -  22:00
Wednesday 10:00 -  22:00
Thursday 10:00 -  22:00
Friday 10:00 -  22:00
Saturday 10:00 -  22:00",,"Stryiska St, 30 Lviv Oblast 81130, Lviv Oblast, 81130","49.77297, 24.010656",https://instagram.com/express_buffet_lviv,097 313 8657
Гаряча Чаша,"bar;
point_of_interest;
establishment","Sunday 13:00 -  23:30
Monday 13:00 -  23:30
Tuesday 13:00 -  23:30
Wednesday 13:00 -  23:30
Thursday 13:00 -  23:30
Friday 13:00 -  23:30
Saturday 13:00 -  23:30",,"Ruska St, 4, Lviv, Lviv Oblast, 79008","49.841568, 24.03309",https://garia4a4asha.choiceqr.com/,097 961 0440
Tante Sophie Càfe Escargot,"restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  23:00
Monday 10:00 -  23:00
Tuesday 10:00 -  23:00
Wednesday 10:00 -  23:00
Thursday 10:00 -  23:00
Friday 10:00 -  23:00
Saturday 10:00 -  23:00",3,"Drukarska St, 6А, Lviv, Lviv Oblast, 79000","49.843616, 24.032156",https://tantesophie.choiceqr.com/,098 095 8129
BISTRO/CAFE EQUATOR,"cafe;
food;
point_of_interest;
establishment","Sunday 09:00 -  22:00
Monday 09:00 -  22:00
Tuesday 09:00 -  22:00
Wednesday 09:00 -  22:00
Thursday 09:00 -  22:00
Friday 09:00 -  22:00
Saturday 09:00 -  22:00",,"вулиця дружби, Shehyni, Lviv Oblast, 81321","49.79869, 22.952856",https://bistro-kafe-equator.choiceqr.com/,098 723 3223
Кав'ярня Zefirka Coffee | Суші та піца ГАЙСИН,"cafe;
bakery;
store;
restaurant;
food;
point_of_interest;
establishment","Sunday 09:00 -  22:00
Monday 09:00 -  22:00
Tuesday 09:00 -  22:00
Wednesday 09:00 -  22:00
Thursday 09:00 -  22:00
Friday 09:00 -  22:00
Saturday 09:00 -  22:00",2,"Vulytsya 1-Ho Travnya, 69-з, Haisyn, Vinnytsia Oblast, 23700","48.811028, 29.391058",https://zefirkacoffee.choiceqr.com/,097 005 0706
Другий поверх,"cafe;
food;
point_of_interest;
establishment","Sunday 12:00 -  23:00
Monday 12:00 -  22:00
Tuesday 12:00 -  22:00
Wednesday 12:00 -  22:00
Thursday 12:00 -  22:00
Friday 12:00 -  23:00
Saturday 12:00 -  23:00",,"Stefana Yavorskoho Square, 1, Lviv, Lviv Oblast, 79000","49.841885, 24.02977",https://instagram.com/2_poverh?igshid=OGQ5ZDc2ODk2ZA==,
Restoratsiya Kukhnya,"restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  23:00
Monday 09:00 -  22:00
Tuesday 09:00 -  22:00
Wednesday 09:00 -  22:00
Thursday 09:00 -  22:00
Friday 09:00 -  23:00
Saturday 10:00 -  23:00",2,"Sichovykh Stril'tsiv St, 41, Ivano-Frankivsk, Ivano-Frankivsk Oblast, 76000","48.918903, 24.713085",https://restauracjakuchnia.choiceqr.com/,050 255 1100
Wabi-Sabi Lviv,"cafe;
restaurant;
food;
point_of_interest;
establishment","Sunday 09:00 -  21:00
Monday 09:00 -  21:00
Tuesday 09:00 -  21:00
Wednesday 09:00 -  21:00
Thursday 09:00 -  21:00
Friday 09:00 -  21:00
Saturday 09:00 -  21:00",,"Furmanska St, 1, Lviv, Lviv Oblast, 79007","49.843452, 24.02513",https://wabisabi-lviv.choiceqr.com/,097 475 5954
Vohenʹ Kebab,"meal_delivery;
restaurant;
food;
point_of_interest;
establishment","Sunday 10:00 -  22:00
Monday 10:00 -  22:00
Tuesday 10:00 -  22:00
Wednesday 10:00 -  22:00
Thursday 10:00 -  22:00
Friday 10:00 -  22:00
Saturday 10:00 -  22:00",,"Panteleimona Kulisha St, 13, Lviv, Lviv Oblast, 79000","49.84595, 24.023987",https://vogen.choiceqr.com/?fbclid=PAAabUJ7HspxaxZcaNzLXOFFh5GtaJw2diZ0-6_-wK5BhTTmZmWbpp-__XW1s,067 105 9911
Grande Pizzeria,"meal_delivery;
meal_takeaway;
bar;
cafe;
restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  22:00
Monday 11:00 -  21:00
Tuesday 11:00 -  21:00
Wednesday 11:00 -  21:00
Thursday 11:00 -  21:00
Friday 11:00 -  21:00
Saturday 11:00 -  22:00",2,"Mykhaila Mulyka St, 21, Ivano-Frankivsk, Ivano-Frankivsk Oblast, 76000","48.924095, 24.719885",https://grandepizzeria.choiceqr.com/,099 634 4222
Cukiernia,"cafe;
bakery;
store;
restaurant;
food;
point_of_interest;
establishment","Sunday 08:30 -  22:00
Monday 09:00 -  22:00
Tuesday 09:00 -  22:00
Wednesday 09:00 -  22:00
Thursday 09:00 -  22:00
Friday 09:00 -  22:00
Saturday 08:30 -  22:00",3,"Staroievreiska St, 3, Lviv, Lviv Oblast, 79000","49.840458, 24.031143",https://cukiernia.choiceqr.com/,
Zashkvarka,"restaurant;
food;
point_of_interest;
establishment","Sunday 11:00 -  21:00
Monday 11:00 -  21:00
Tuesday 11:00 -  21:00
Wednesday 11:00 -  21:00
Thursday 11:00 -  21:00
Friday 11:00 -  21:00
Saturday 11:00 -  21:00",,"Pekarska St, 2, Lviv, Lviv Oblast, 79008","49.837997, 24.035583",https://zashkvarka.choiceqr.com/,093 381 8703
